symbol,region,market_cap,dividend_yield,safe_dividend_yield,buyback_yield,shareholder_yield,gross_profitability,base_book_equity,rd_asset_5y,sga_asset_3y_30pct,adjusted_book,adjusted_book_to_market,sector,industry,exchange,listing_exchanges,currency_code,currency_name,company_name,asset_type,country,country_iso,isin,primary_ticker,home_category,international_domestic,payout_ratio,shares_outstanding,price_proxy,52_week_high,200_day_ma,recency_ratio,distance_from_high,price_to_200dma,dividend_safety_pass,piotroski_score,total_revenue,full_time_employees,revenue_per_employee,gross_profit_per_employee,earnings_surprise_pct,earnings_report_date,pead_signal,pead_signal_v2,pead_surprise_component,pead_decay_component,pead_breadth_component,pead_revision_component,pead_analyst_count,pead_filter_pass,pead_has_setup_coverage,sue_signal,sue_has_coverage,sue_surprise_raw,sue_surprise_pct,sue_std_error,sue_report_date,revision_impulse_signal,revision_impulse_has_coverage,revision_impulse_analyst_count,revision_impulse_drift_7d,revision_impulse_drift_30d,revision_impulse_breadth,revision_impulse_growth_component,revision_impulse_coverage_component,revision_impulse_disagreement,revision_impulse_disagreement_penalty,revenue_growth_yoy,revenue_growth_yoy_prev,revenue_acceleration,revenue_growth_has_coverage,price_momentum_1m,price_momentum_6m,price_momentum_6m_ex_1m,price_momentum_has_coverage,price_momentum_effective_signal,price_momentum_signal_coverage,price_momentum_proxy_used,beneish_m_score,beneish_data_status,beneish_is_missing,beneish_is_pathological_clipped,beneish_hard_filter_pass,accrual_ratio,accrual_volatility,accrual_measure_count,accrual_is_quarterly,listing_symbol,analysis_symbol,listing_exchange,listing_currency_code,listing_currency_name,listing_country,listing_country_iso,analysis_exchange,analysis_currency_code,analysis_currency_name,analysis_country,analysis_country_iso,error,error_stage,sentiment_latest,sentiment_speed,sentiment_acceleration,sentiment_count_days,sentiment_article_count_recent,sentiment_article_count_total,sentiment_latest_count,sentiment_filter_pass,news_event_signal,news_event_effective_signal,news_event_breadth,news_article_count_recent,news_positive_article_share,news_negative_article_share,news_novelty_score,news_saturation_score,news_peer_spillover_signal,news_confirmation_signal,news_macro_multiplier,news_unique_title_ratio,news_novelty_multiplier,news_saturation_multiplier,news_peer_coverage,news_confirmation_coverage,beneish_hard_filter_threshold,beneish_missing_penalty_applied,forensic_penalty,earnings_signal_confidence,revision_signal_confidence,growth_signal_confidence,momentum_signal_confidence,news_signal_confidence,contrib_shareholder_yield,contrib_gross_profitability,contrib_adjusted_book_to_market,contrib_earnings,contrib_revision_impulse,contrib_growth,contrib_momentum,contrib_news_event,contrib_employee_efficiency,contrib_forensic,passes_size,passes_trend_gate,passes_quality_gate,passes_forensic_gate,factor_non_null_count,factor_positive_count,passes_factor_gate,z_shareholder_yield,z_gross_profitability,z_adjusted_book_to_market,z_pead_signal,z_sue_signal,z_revision_impulse_signal,z_revenue_growth_yoy,z_revenue_acceleration,z_price_momentum_effective_signal,z_beneish_risk,z_accrual_volatility_risk,life_cycle_growth_score,life_cycle_mature_score,life_cycle_recovery_score,life_cycle_confidence,life_cycle_stage,life_cycle_tilt_strength_applied,life_cycle_core_weight_shareholder_yield,life_cycle_core_weight_gross_profitability,life_cycle_core_weight_adjusted_book_to_market,life_cycle_pead_multiplier,life_cycle_growth_multiplier,life_cycle_momentum_multiplier,life_cycle_revision_impulse_multiplier,life_cycle_forensic_multiplier,news_own_confidence,news_has_coverage,composite_score,sentiment_has_coverage,rank,regime,neutralize_by,macro_state
CMS.US,US,24202377216.0,0.029,0.029,-0.007598297016426336,0.021401702983573665,0.128778845201545,9144000000.0,,1042236000.0,10186236000.0,0.42087749930886786,Utilities,Utilities - Regulated Electric,NYSE,US,USD,US Dollar,CMS Energy Corporation,Common Stock,USA,US,US1258961002,CMS.US,Domestic Primary,Domestic,,300566572.0,80.52251803969737,78.88,72.7921,1.0208229974606666,0.020822997460666626,1.1061985852818832,1.0,6.0,8539000000.0,8350.0,1022634.7305389221,622888.622754491,0.0,2026-02-05,0.0,0.0,0.0,0.0,1.0,0.0004315264901583954,14.0,1.0,1.0,0.0,1.0,0.0,0.0,0.026457513110645915,2026-02-05,0.10983669472143359,1.0,15.0,0.0,0.0005270092226614449,0.13333333333333333,0.31,1.0,0.020337765001796668,0.010168882500898334,0.12267471091000504,0.15949512335054505,-0.03682041244054002,1.0,,,,0.0,0.0763171295444574,1.0,1.0,,missing,1.0,0.0,1.0,-0.00482167457523343,0.007258270258402245,8.0,1.0,CMS.US,CMS.US,NYSE,USD,US Dollar,USA,US,NYSE,USD,US Dollar,USA,US,,,0.996310765261622,0.0002603785945790582,-0.0005564673573905665,10.0,9.0,18.0,1.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.25,-0.28355645207307767,1.0,1.0,1.0,0.865,0.0,0.1762144659253864,0.41080912400224096,-0.17629454038418071,-0.014769340477781539,0.027173716240471508,0.018029648288330362,0.0032788087179171288,0.0,0.0,0.033317883118586626,True,True,True,True,3,3,True,0.6862410779016485,1.8971931394624735,-0.9443543004854169,-0.13597000088266822,-0.3018443301068723,0.49632358430084944,0.4556314752920117,-0.056063024565570226,0.033768644184684046,0.25,-0.8171129041461553,-0.3365056423137222,-0.07225105151654906,0.12070940726081944,0.1929604587773685,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.0,False,0.47775976543097076,True,11,neutral,sector,neutral
EME.US,US,33856421888.0,0.0021,0.0021,0.037536318578020866,0.039636318578020864,0.3465886784850969,3673944000.0,,914401600.0,4588345600.0,0.13552364201919057,Industrials,Engineering & Construction,NYSE,"F,US",USD,US Dollar,EMCOR Group Inc,Common Stock,USA,US,US29084Q1004,EME.US,Domestic,Domestic,,45051000.0,751.5132158664625,835.0,653.535,0.900015827384985,-0.09998417261501502,1.1499203804944838,1.0,6.0,16990000000.0,44000.0,386136.36363636365,75622.72727272728,7.6138,2026-02-26,5.427972970309466e-05,5.427972970309466e-05,0.29547277056954124,0.548412489847313,1.0,0.0003349753694581174,4.0,1.0,1.0,1.2053506059678873,1.0,0.5087000000000002,7.6138,0.42203488137090034,2026-02-26,0.2401503793366911,1.0,8.0,-0.009109651435968744,-0.009349379105336352,0.625,0.43,1.0,0.14652474788640116,0.07326237394320058,0.19805735727061324,0.16354271821654986,0.03451463905406338,1.0,,,,0.0,0.06245378690615919,1.0,1.0,,pathological_clipped,0.0,1.0,1.0,-0.010154654709230167,0.017885189602977716,8.0,1.0,EME.US,EME.US,NYSE,USD,US Dollar,USA,US,NYSE,USD,US Dollar,USA,US,,,0.9682082601546516,-0.004471817666335864,-0.013158591399691555,19.0,17.0,52.0,5.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,-0.060974727752399704,1.0,1.0,1.0,0.865,0.0,0.21501141611723465,0.16704774913638235,-0.13193248203151586,0.0076718326656401645,0.070053516152444,0.10715321647091344,0.03059499244719295,0.0,0.0,0.006310884322373369,True,True,True,True,3,3,True,0.7869148223099418,0.7101404798521411,-0.8706425215551281,-0.15154834047731425,0.4757626877120906,1.2099052876069776,1.6677814435673977,0.6916418358514467,0.3665278079270772,,-0.060974727752399704,0.41525850364991546,0.5971672216151092,-0.9499328798392616,0.1819087179651937,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.0,False,0.47191112528066503,True,12,neutral,sector,neutral
DELL.US,US,115553181696.0,0.0145,0.0145,0.055426795580110544,0.06992679558011054,0.224186955749067,-2470000000.0,8898400000.0,6625800000.0,13054200000.0,0.11297135923390922,Technology,Computer Hardware,NYSE,"US,XETRA",USD,US Dollar,Dell Technologies Inc,Common Stock,USA,US,US24703L2025,DELL.US,Domestic Primary,Domestic,,683871000.0,168.969267151261,186.39,134.3682,0.9065361186290091,-0.09346388137099093,1.2575093448543702,1.0,7.0,113538000000.0,97000.0,1170494.8453608248,234092.78350515463,10.8262,2026-02-26,0.008250906301542125,0.008250906301542125,0.40786541598430953,0.548412489847313,1.0,0.03688734828349383,25.0,1.0,1.0,2.308402157607676,1.0,0.38000000000000034,10.8262,0.1646160305073598,2026-02-26,0.12661516225688638,1.0,22.0,0.0019379711304371976,0.018841769140051243,0.045454545454545456,0.526,1.0,0.2896611654034222,0.1448305827017111,0.4021255145761573,0.10830665681687601,0.2938188577592813,1.0,,,,0.0,0.1346687156754938,1.0,1.0,-3.01063832319268,ok,0.0,0.0,1.0,-0.02558737054008953,0.012077982244029995,8.0,1.0,DELL.US,DELL.US,NYSE,USD,US Dollar,USA,US,NYSE,USD,US Dollar,USA,US,,,0.7452264205566698,0.025168076490842517,0.11738382974026351,26.0,48.0,246.0,3.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,-0.7403757281864128,1.0,1.0,1.0,0.865,0.0,0.37305175705728805,-0.050052656030272404,-0.14821973450610298,0.03774295888310449,-0.04570277071302946,0.20337875430641253,0.0027066789924162903,0.0,0.0,0.07403757281864129,True,True,True,True,3,3,True,1.5935878098824552,-0.18930698038816768,-0.917740470821838,0.3585169018215475,0.4660267452225854,-0.6482662512486449,1.700969371728268,1.7553578147200053,0.028773412981636205,-1.006575965543538,-0.4741754908292877,0.9323657215514797,0.6774399386480691,-0.4772521707773193,0.2549257829034106,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,0.0,False,0.44694256080845773,True,13,neutral,sector,neutral
ULS.US,US,17008169984.0,0.0069,0.0069,-0.00995024875621886,-0.0030502487562188603,0.5127767887709689,1294000000.0,104000000.0,469000000.0,1867000000.0,0.1097707749720477,Industrials,Specialty Business Services,NYSE,US,USD,US Dollar,UL Solutions Inc.,Common Stock,USA,US,US9037311076,ULS.US,,,,203000000.0,83.784088591133,91.6589,75.6164,0.9140856871633087,-0.08591431283669126,1.1080147771003777,1.0,7.0,3053000000.0,14587.0,209295.94844724756,102681.90854870775,29.2683,2026-02-19,0.0,0.0,0.8245066899829392,0.0,1.0,0.0006322777807049786,11.0,1.0,1.0,2.5800394907025956,1.0,0.12000000000000005,29.2683,0.04651091598885631,2026-02-19,0.2650263672791113,1.0,12.0,0.0,0.0,0.5833333333333334,0.54,1.0,0.1125718650745788,0.0562859325372894,0.06765899864682012,0.07113543091655261,-0.003476432269732488,1.0,,,,0.0,0.04013959562240353,1.0,1.0,-2.769028156546154,ok,0.0,0.0,1.0,-0.026808730022340608,0.00902983364253736,8.0,1.0,ULS.US,ULS.US,NYSE,USD,US Dollar,USA,US,NYSE,USD,US Dollar,USA,US,,,0.9333306183069188,0.011113430670750102,0.00019672392978742348,15.0,9.0,24.0,1.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,-0.5178573331803702,1.0,1.0,1.0,0.865,0.0,-0.1149030985773909,0.4894920502276161,-0.15820157066975885,0.05051777477245575,0.10405311369168198,0.02112465690241279,0.001832620879167278,0.0,0.0,0.05178573331803702,True,True,True,True,3,2,True,-0.49083853311682174,1.851335559426835,-0.9795455674982377,-0.15987029161751326,1.5833632771192419,1.4759306906621559,0.10209948361756309,0.243344629882153,0.019481718202562254,-0.3446539757688028,-0.6910606905919375,0.7607673302245708,0.6083859681762536,-1.3365445778360667,0.1523813620483172,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,0.0,False,0.4457012805442212,True,14,neutral,sector,neutral
HAS.US,US,12684228608.0,0.0311,0.0311,0.0007127583749109156,0.03181275837491092,0.5949747838616715,538500000.0,991320000.0,837920000.0,2367740000.0,0.18666803265487156,Consumer Cyclical,Leisure,NASDAQ,US,USD,US Dollar,Hasbro Inc,Common Stock,USA,US,US4180561072,HAS.US,Domestic,Domestic,,140200000.0,90.47238664764622,106.2475,82.4849,0.8515248513861147,-0.14847514861388533,1.0968357438470098,1.0,6.0,4701300000.0,4520.0,1040110.6194690266,730818.5840707965,58.847,2026-02-17,0.0,0.0,0.9821115013946504,0.0,1.0,0.0006523353605909105,14.0,1.0,1.0,2.214073685021352,1.0,0.5594,58.847,0.2526564512213175,2026-02-17,0.10675479730400185,1.0,15.0,-0.00020769759230554469,0.0030196034573661324,0.06666666666666667,0.3836,1.0,0.11503251266156472,0.05751625633078236,0.31254538852578073,0.08288457035822994,0.2296608181675508,1.0,,,,0.0,0.010976931485696485,1.0,1.0,-3.5431721507577407,ok,0.0,0.0,1.0,-0.036410265672127004,0.051003272609834054,8.0,1.0,HAS.US,HAS.US,NASDAQ,USD,US Dollar,USA,US,NASDAQ,USD,US Dollar,USA,US,,,0.8422701882831763,0.006638173376158907,-0.008126259134060954,19.0,14.0,37.0,1.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,0.0,1.0,1.0,1.0,0.865,0.0,-0.03769596190221631,0.4463610955060804,-0.12371345439667232,0.01846621736938114,-0.028880544143952934,0.17528046697093047,-0.03785910399766521,0.0,0.0,-0.0,True,True,True,True,3,3,True,-0.13796249379572897,1.8975357895497589,-0.816403907723683,-0.3119080856670442,1.065861395643738,-0.49880041699400585,1.6665017172894858,2.0,-0.45355181643853015,-2.0,2.0,0.9798335273458025,1.0762190701193934,-0.8631758219926335,0.0963855427735909,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.0,False,0.41195871540588525,True,15,neutral,sector,neutral
CMRE.US,US,2083773824.0,0.0266,0.0266,-0.007542837743820252,0.019057162256179747,0.1301778408258346,2086194000.0,,23788600.0,2109982600.0,1.0125775531385117,Industrials,Marine Shipping,NYSE,US,USD,US Dollar,Costamare Inc,Common Stock,USA,US,MHY1771G1026,CMRE.US,ADR Primary,Domestic,,120198853.0,17.336054146872765,17.91,13.5731,0.9679538887142806,-0.032046111285719436,1.2772361617370214,1.0,7.0,877900000.0,1880.0,466968.08510638296,267464.36117021274,-18.2895,2026-02-11,-0.0,-0.0,-0.6240310256363613,0.0,0.3333333333333333,0.5,1.0,1.0,1.0,-2.2461460388790444,1.0,-0.13429999999999997,-18.2895,0.05979130371550702,2026-02-11,-0.08169961685823754,1.0,1.0,-0.07279693486590037,-0.07279693486590037,-1.0,-0.1616,0.25,0.0,0.0,-0.613474032782461,-0.5865753771750566,-0.026898655607404454,1.0,,,,0.0,0.16898736617906207,1.0,1.0,-3.9584738823910683,ok,0.0,0.0,1.0,-0.008933770381772609,0.02079282282174986,8.0,1.0,CMRE.US,CMRE.US,NYSE,USD,US Dollar,USA,US,NYSE,USD,US Dollar,USA,US,,,0.788,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,-0.9270438160155237,1.0,0.7749999999999999,1.0,0.865,0.0,0.04388691128625961,-0.16801582825673603,0.4671951013667948,-0.0608976310062296,-0.0757332731882433,-0.09344460458943203,0.1759203218694591,0.0,0.0,0.10892764838182403,True,True,True,True,3,3,True,0.17091106084110655,-0.7759284253093803,2.5026169396964635,-0.15987029161751326,-1.8457298710062509,-1.7848466210220841,-1.9659441524314132,-0.03303918647235798,1.811813760773038,-2.0,0.14591236796895263,-1.1705236780476236,0.28268036871669866,1.3119894278739004,1.0293090591572018,recovery,0.35,0.38906387803956155,0.3280836588131536,0.28285246314728485,0.9125,1.035,1.1225,0.9125,1.175,0.0,False,0.39783864586369666,False,16,neutral,sector,neutral
EBAY.US,US,42551279616.0,0.0132,0.0132,0.08183632734530943,0.09503632734530944,0.4503691084611016,4615000000.0,4548600000.0,661800000.0,9825400000.0,0.23090727443847503,Consumer Cyclical,Internet Retail,NASDAQ,"SA,US",USD,US Dollar,eBay Inc,Common Stock,USA,US,US2786421030,EBAY.US,Domestic Primary,Domestic,,460000000.0,92.50278177391304,100.4288,87.7429,0.9210782342705782,-0.07892176572942178,1.0542480562405965,1.0,6.0,11100000000.0,12300.0,902439.0243902439,644796.7479674796,4.4444,2026-02-25,5.217029795099831e-06,5.217029795099831e-06,0.17592654770401586,0.540029869446153,1.0,5.491287157705098e-05,30.0,1.0,1.0,1.224744871391586,1.0,0.05999999999999983,4.4444,0.04898979485566354,2026-02-25,0.11610806986991037,1.0,31.0,4.4982906495560037e-05,0.03456186649073354,0.03225806451612903,0.4272,1.0,0.11995441732141783,0.059977208660708915,0.14967041488949206,0.09472049689440998,0.05494991799508209,1.0,,,,0.0,0.0076386185510900866,1.0,1.0,-1.9151047515285482,ok,0.0,0.0,1.0,-0.003107256857150928,0.015406533755558291,8.0,1.0,EBAY.US,EBAY.US,NASDAQ,USD,US Dollar,USA,US,NASDAQ,USD,US Dollar,USA,US,,,0.8145059258112386,0.06535890027596714,0.10988687900016747,17.0,13.0,35.0,3.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,0.6907808113261977,1.0,1.0,1.0,0.865,0.0,0.3796843019803457,0.24160741154614013,-0.10040643617392525,-0.008767512835770333,-0.022253496550460133,0.01768329489359639,-0.04159094214068887,0.0,0.0,-0.07149581397226146,True,True,True,True,3,3,True,1.3895969359312024,1.0271027539026043,-0.6625973484675896,-0.3111342608685542,0.18277934351234124,-0.3843436364500887,0.19376192928247613,0.18079674998925044,-0.4982592128028856,1.6189003794902455,-0.23733875683784997,-0.0049827684141769,1.6820848835009183,-0.9039499115817938,1.6870676519150953,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.0,False,0.39446080674697614,True,17,neutral,sector,neutral
KEYS.US,US,49952829440.0,0.0,0.0,0.011428571428571455,0.011428571428571455,0.2954927831399982,5877000000.0,2770000000.0,851900000.0,9498900000.0,0.190157396617732,Technology,Scientific & Technical Instruments,NYSE,US,USD,US Dollar,Keysight Technologies Inc,Common Stock,USA,US,US49338L1035,KEYS.US,Domestic,Domestic,,173000000.0,288.7446788439306,317.0,199.3344,0.9108664947758064,-0.08913350522419361,1.4485441491480178,1.0,5.0,5375000000.0,16600.0,323795.1807228916,201024.09638554216,9.596,2026-02-24,0.008110408431780562,0.008110408431780562,0.36603763520820154,0.5317753794688818,1.0,0.041666666666666664,12.0,1.0,1.0,1.0904255325825654,1.0,0.18999999999999995,9.596,0.17424390233233414,2026-02-24,0.3404627434579915,1.0,13.0,0.0026986740449910043,0.0026986740449910043,0.8461538461538461,0.626,1.0,0.15661077715966992,0.07830538857983496,0.2326656394453004,0.10256410256410264,0.13010153688119774,1.0,,,,0.0,0.26035697011774384,1.0,1.0,-2.69447419510423,ok,0.0,0.0,1.0,-0.014051110915956793,0.017556487143200235,8.0,1.0,KEYS.US,KEYS.US,NYSE,USD,US Dollar,USA,US,NYSE,USD,US Dollar,USA,US,,,0.9883207106699475,0.0015388706428106635,-0.0032823964900569047,22.0,7.0,41.0,1.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,-0.11238338803070162,1.0,1.0,1.0,0.865,0.0,0.0733896164335853,0.08162757016131435,-0.08660603565681944,0.004489847352205171,0.0967570551653231,0.122311464559515,0.08073981211790854,0.0,0.0,0.011238338803070163,True,True,True,True,3,3,True,0.3135028743546453,0.3087282483933674,-0.5362434645059339,0.35478687434660233,-0.41276947768465955,1.3724404987989094,0.6235700714902273,1.3824401861426572,0.858306420760439,-0.14040385174391382,-0.08436292431748943,1.0423767642199802,-0.28205425938328355,-0.21531713658380405,1.2576939008037842,growth,0.35,0.354690172345744,0.400605183528483,0.24470464412577295,1.175,1.175,1.0875,1.175,1.0,0.0,False,0.38394766893610216,True,18,neutral,sector,neutral
AAPL.US,US,3761492983808.0,0.0041,0.0041,0.026180913344576395,0.030280913344576395,0.5433706063617461,73733000000.0,92478200000.0,10135700000.000002,176346900000.0,0.04688215577142264,Technology,Consumer Electronics,NASDAQ,"BA,LSE,SA,US",USD,US Dollar,Apple Inc,Common Stock,USA,US,US0378331005,AAPL.US,Domestic,International/Domestic,,15004697000.0,250.68770024532984,288.3502,249.1484,0.8693862540942571,-0.13061374590574293,1.0061782465604026,1.0,8.0,416161000000.0,150000.0,2774406.6666666665,1301340.0,6.367,2026-01-29,0.0,0.0,0.24931286309717052,0.0,1.0,0.030976985672208086,33.0,1.0,1.0,4.63756150839921,1.0,0.16999999999999993,6.367,0.036657195746538015,2026-01-29,0.07331292373405118,1.0,41.0,0.0,0.0034935897435897623,-0.07317073170731707,0.3984,1.0,0.21581196581196596,0.10790598290598298,0.15652453740949324,0.07938480985989682,0.07713972754959642,1.0,,,,0.0,-0.04169895080274836,1.0,1.0,-1.9706686989455082,ok,0.0,0.0,1.0,-0.03203085013905852,0.017191858669994467,8.0,1.0,AAPL.US,AAPL.US,NASDAQ,USD,US Dollar,USA,US,NASDAQ,USD,US Dollar,USA,US,,,0.7268199150325817,0.003844039975509417,-0.003992648582696101,29.0,183.0,1456.0,2.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,0.7542965058233614,1.0,1.0,1.0,0.865,0.0,0.1983779590995458,0.47988023935100693,-0.18451939595263916,0.06822009079496413,-0.06669699575934837,0.0465558405692846,-0.09476131214924369,0.0,0.0,-0.0780696883527179,True,True,True,True,3,3,True,0.7260384553251402,2.0400297831373972,-1.2176715672616458,0.1394665542954257,2.0,-1.1519342963618027,0.13947689020241533,0.7792543950737176,-1.135239895165997,1.6189003794902455,-0.11030736784352274,0.6629082038477204,1.3628788950395432,-1.11446772860872,0.6999706911918228,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.0,False,0.3689867376008523,True,19,neutral,sector,neutral
ALGN.US,US,12240550912.0,0.0,0.0,0.03206965983491794,0.03206965983491794,0.4422574226866803,4049147000.0,1041536800.0,1013470200.0,6104154000.0,0.49868294686114206,Healthcare,Medical Instruments & Supplies,NASDAQ,US,USD,US Dollar,Align Technology Inc,Common Stock,USA,US,US0162551016,ALGN.US,Domestic,Domestic,,72588000.0,168.63050245219597,208.31,159.4213,0.8095170776832412,-0.19048292231675878,1.0577664493527275,1.0,7.0,4034964000.0,20290.0,198864.6623952686,135874.66732380484,10.7744,2026-02-04,0.0,0.0,0.40613664337483335,0.0,1.0,0.00010790555321216202,17.0,1.0,1.0,3.079284923209472,1.0,0.31999999999999984,10.7744,0.10392023082634094,2026-02-04,0.2558866302329203,1.0,15.0,-0.00032547050830367504,0.0021887891683414415,0.7333333333333333,0.3544,1.0,0.12123776434307848,0.06061888217153924,0.05259344827620849,0.01822324394194741,0.03437020433426108,1.0,,,,0.0,-0.029120830731592717,1.0,1.0,-2.5157642503611872,ok,0.0,0.0,1.0,-0.014023467093170944,0.013936908336328779,8.0,1.0,ALGN.US,ALGN.US,NASDAQ,USD,US Dollar,USA,US,NASDAQ,USD,US Dollar,USA,US,,,0.7579245078039549,0.09976929286588943,-0.0020123947790555707,15.0,13.0,69.0,4.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,0.0036438876632133577,1.0,1.0,1.0,0.865,0.0,0.18468058610434895,0.13184143501222664,0.07036064518886419,0.009295974521620003,0.0777527420797482,-0.010125615587882832,-0.10046482550615672,0.0,0.0,-0.0003771423731425825,True,True,True,True,3,3,True,0.6759077877016533,0.5604741183764095,0.4643206024945771,-0.40262585361923864,0.9049742247818372,1.3428798286657722,-0.9001760888065174,0.542204699421541,-1.2035679476013863,0.3491949257359609,-0.3419071504095342,0.43190482547438497,1.0603952533677026,-0.6881588176274257,0.6284904278933177,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.0,False,0.36296379943962587,True,20,neutral,sector,neutral
PTRN.US,US,2497074432.0,0.0,0.0,-0.030874695373178884,-0.030874695373178884,1.1329694113475701,580995000.0,73802200.0,244034900.0,898832100.0,0.3599540680411724,Technology,Software - Application,NASDAQ,US,USD,US Dollar,Pattern Group Inc. Series A Common Stock,Common Stock,USA,US,US70339W1045,PTRN.US,,,,176394000.0,14.156232252797714,20.1,13.4672,0.704290161830732,-0.295709838169268,1.051163735059828,1.0,5.0,2501315000.0,2300.0,1087528.2608695652,466802.60869565216,94.25,2026-03-05,0.40680042698743657,0.40680042698743657,0.998937769223312,0.6108495036238286,0.6666666666666666,1.0,2.0,1.0,1.0,,0.0,0.1131,94.25,,2026-03-05,0.08479915775834142,1.0,5.0,-0.20748299319727892,-0.20748299319727892,-0.2,1.0,1.0,0.23809523809523814,0.11904761904761907,0.4028188140804905,0.45576303781335703,-0.05294422373286656,1.0,,,,0.0,-0.07024201557035561,1.0,1.0,-2.181527751867598,ok,0.0,0.0,1.0,,,0.0,,PTRN.US,PTRN.US,NASDAQ,USD,US Dollar,USA,US,NASDAQ,USD,US Dollar,USA,US,,,0.996,-0.0030000000000000027,,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,1.2648786124323375,0.8,1.0,1.0,0.865,0.0,-0.1672725576747944,0.6736196567967176,0.04591311323217505,0.0712743287341605,-0.06041272086753567,0.03596505523934682,-0.10788318424474973,0.0,0.0,-0.13091493638674692,True,True,True,True,3,2,True,-0.612196586474365,2.8636398202821987,0.3029876195867981,1.9234220837154707,,-1.0433975970213416,1.701850949624212,-0.7022809234877528,-1.2924398364101917,1.2648786124323375,,0.32439535987718493,0.36926632925160374,-0.43799812778565483,0.04487096937441881,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.0,False,0.36028875482857325,False,21,neutral,sector,neutral
IESC.US,US,9615259648.0,0.0,0.0,0.011374136664217493,0.011374136664217493,0.5386463666154653,883955000.0,,251692700.0,1135647700.0,0.11810889581502022,Industrials,Engineering & Construction,NASDAQ,US,USD,US Dollar,IES Holdings Inc,Common Stock,USA,US,US44951W1062,IESC.US,Domestic,Domestic,,20182797.0,476.4086785394512,537.7,396.1935,0.8860120486134484,-0.1139879513865516,1.2024646505797072,1.0,6.0,3371468000.0,10262.0,328539.0762034691,83755.31085558371,14.467,2026-02-06,0.0,0.0,0.5217053643565553,0.0,0.3333333333333333,0.5022371364653243,1.0,1.0,1.0,0.7394582711417897,1.0,0.5699999999999998,14.467,0.7708345720710769,2026-02-06,-0.02703950617283951,1.0,1.0,-0.02271604938271609,-0.02271604938271609,-1.0,0.6128,0.25,0.0,0.0,0.16197916875125906,0.15730774486120813,0.00467142389005093,1.0,,,,0.0,0.09170623989151663,1.0,1.0,-2.536645362699644,ok,0.0,0.0,1.0,0.0095020402343181,0.020311152960034218,8.0,1.0,IESC.US,IESC.US,NASDAQ,USD,US Dollar,USA,US,NASDAQ,USD,US Dollar,USA,US,,,0.987,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,-1.4,0.0,0.201814256169294,1.0,0.7749999999999999,1.0,0.865,0.0,-0.016139319153873923,0.47728075205113774,-0.14309194896250896,-0.004305192808117464,-0.07392476955229786,0.07137523527021362,0.068571210696393,0.0,0.0,-0.020887775513521927,True,True,True,True,3,3,True,-0.0590678843640997,2.028979043644993,-0.9442855416696891,-0.15987029161751326,0.10038857187842457,-1.6474404045305673,1.2590693348925792,0.3394898825374195,0.8214826523273293,0.2919884446527283,0.11164006768585974,0.14884327640300463,0.9863268686412352,-0.6681161688966435,0.8374835922382305,mature,0.35,0.4139900071377587,0.35641208660480606,0.22959790625743515,0.965,0.9475,0.965,0.965,1.035,0.0,False,0.35887819202742416,False,22,neutral,sector,neutral
